data_detectado;orgao;municipio;modalidade;categoria;objeto;item;descricao_item;fornecedor_vencedor;cnpj_fornecedor;valor_unitario_homologado;valor_total_homologado;id_pncp
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;28;SERVIÇOS, Aplicação: Limpeza de Cisterna Concreto com 10000 L;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;554,9;2219,6;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;29;SERVIÇOS, Aplicação: Limpeza de Cisterna Concreto com 13300 L;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;294,9;589,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;30;SERVIÇOS, Aplicação: Limpeza de Cisterna Concreto com 14300 L;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;359,5;719,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;31;SERVIÇOS, Aplicação: Limpeza de Cisterna Concreto com 15000 L;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;331,9;663,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;32;“Limpeza extraordinária de Caixas d' água e Cisternas”;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;1,0;73370,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;33;SERVIÇOS, Aplicação: Limpeza de Caixad'água com 3.000 L [Polietileno].;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;338,5;1354,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;34;SERVIÇOS, Aplicação: Limpeza de Caixa d'água com 250 L [Polietileno];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;108,0;216,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;35;SERVIÇOS, Aplicação: Limpeza de Caixad'água com 500 L [Polietileno].;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;128,9;515,6;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;36;SERVIÇOS, Aplicação: Limpeza de Caixad'água com 1.000 L [Polietileno].;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;168,9;9120,6;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;37;SERVIÇOS, Aplicação: Limpeza de Caixad'água com 5000 L [Polietileno].;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;439,9;7038,4;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;38;SERVIÇOS, Aplicação: Limpeza de Caixad'água com 6000 L [Polietileno].;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;498,5;1994,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;39;SERVIÇOS, Aplicação: Limpeza de Caixad'água com 10000 L [Polietileno].;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;728,9;10204,6;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;40;SERVIÇOS, Aplicação: Limpeza de Caixad'água com 20000 L [Polietileno].;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;1209,9;2419,8;27142058000126-1-000722/2025
2026-07-15;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;Vitória;Pregão - Eletrônico;mão de obra;Contratação de empresa especializada para prestação de serviços contínuos de apoio técnico nas áreas relacionadas à infraestrutura predial, com fornecimento de mão de obra qualificada e dedicada de fo;1;Prestação de Serviços de Apoio Administrativo;CONSERMA - SERVICOS, MANUTENCAO E TRANSPORTES LTDA;39272265000184;72890,0;1749360,0;15126437000305-1-004284/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Pregão - Eletrônico;limpeza;[Portal de Compras Públicas] - Contratação de empresa especializada na prestação de serviços contínuos de limpeza e conservação predial, bem como, serviços de desinfecção de reservatórios de água potá;1;Lote 1 - AUXILIAR DE SERVICOS GERAIS 20% DE INSALUBRIDADE FIXO Auxiliar de Servicos Gerais, Com Insalubridade 20%, convencional 44 h – 215 UNIDADES DE SERVIDORES MENSAL FIXOSem fornecimento de materia;CACTOS ADMINISTRACAO E SERVICOS LTDA;20795839000170;916854,6;22004510,4;27167410000188-1-000536/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Pregão - Eletrônico;limpeza;[Portal de Compras Públicas] - Contratação de empresa especializada na prestação de serviços contínuos de limpeza e conservação predial, bem como, serviços de desinfecção de reservatórios de água potá;2;Lote 1 - AUXILIAR DE SERVICOS GERAIS 40% DE INSALUBRIDADE FIXO. Auxiliar de Servicos Gerais, Com Insalubridade 40%, convencional 44 h – 143 UNIDADES DE SERVIDORES MENSAL FIXOSem fornecimento de materi;CACTOS ADMINISTRACAO E SERVICOS LTDA;20795839000170;691918,37;16606040,88;27167410000188-1-000536/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Pregão - Eletrônico;limpeza;[Portal de Compras Públicas] - Contratação de empresa especializada na prestação de serviços contínuos de limpeza e conservação predial, bem como, serviços de desinfecção de reservatórios de água potá;3;Lote 1 - ENCARREGADO CONVENCIONAL FIXO Encarregado Convencional 44 h Semanais Diurnas.  – 4 UNIDADES DE SERVIDORES MENSAL FIXO;CACTOS ADMINISTRACAO E SERVICOS LTDA;20795839000170;20779,2;498700,8;27167410000188-1-000536/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Pregão - Eletrônico;limpeza;[Portal de Compras Públicas] - Contratação de empresa especializada na prestação de serviços contínuos de limpeza e conservação predial, bem como, serviços de desinfecção de reservatórios de água potá;4;Lote 1 - AUXILIAR DE SERVICOS GERAIS 40% DE INSALUBRIDADE EQUIPE VOLANTE Auxiliar de Servicos Gerais, Com Insalubridade 40%, convencional 44 h – 4 UNIDADES DE SERVIDORES MENSAL Sem fornecimento de mat;CACTOS ADMINISTRACAO E SERVICOS LTDA;20795839000170;19354,36;464504,64;27167410000188-1-000536/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Pregão - Eletrônico;limpeza;[Portal de Compras Públicas] - Contratação de empresa especializada na prestação de serviços contínuos de limpeza e conservação predial, bem como, serviços de desinfecção de reservatórios de água potá;5;Lote 1 - ARTIFICE CONVENCIONAL  EQUIPE VOLANTE Artifice Convencional – 44 horas, Equipe Volante – 4 UNIDADES DE SERVIDORES MENSALSem fornecimento de materiais de limpeza;CACTOS ADMINISTRACAO E SERVICOS LTDA;20795839000170;18167,36;436016,64;27167410000188-1-000536/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Pregão - Eletrônico;limpeza;[Portal de Compras Públicas] - Contratação de empresa especializada na prestação de serviços contínuos de limpeza e conservação predial, bem como, serviços de desinfecção de reservatórios de água potá;6;Lote 1 - ENCARREGADO CONVENCIONAL EQUIPE VOLANTE Encarregado Convencional 44 h Semanais Diurnas.  – 2 UNIDADES DE SERVIDORES MENSAL;CACTOS ADMINISTRACAO E SERVICOS LTDA;20795839000170;10389,6;249350,4;27167410000188-1-000536/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Pregão - Eletrônico;limpeza;[Portal de Compras Públicas] - Contratação de empresa especializada na prestação de serviços contínuos de limpeza e conservação predial, bem como, serviços de desinfecção de reservatórios de água potá;7;Lote 1 - AUXILIAR DE SERVICOS GERAIS 40% DE INSALUBRIDADE LIMPEZA DE CAIXA DAGUA Auxiliar de Servicos Gerais, Com Insalubridade 40%, convencional 44 h – 1 UNIDADES DE SERVIDORES MENSAL Sem forneciment;CACTOS ADMINISTRACAO E SERVICOS LTDA;20795839000170;4838,59;116126,16;27167410000188-1-000536/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Pregão - Eletrônico;limpeza;[Portal de Compras Públicas] - Contratação de empresa especializada na prestação de serviços contínuos de limpeza e conservação predial, bem como, serviços de desinfecção de reservatórios de água potá;8;Lote 1 - ENCARREGADO CONVENCIONAL LIMPEZA DE CAIXA DAGUA Encarregado Convencional 44 h Semanais Diurnas.  – 1 UNIDADES DE SERVIDORES MENSAL;CACTOS ADMINISTRACAO E SERVICOS LTDA;20795839000170;5194,8;124675,2;27167410000188-1-000536/2025
2026-07-15;SECRETARIA ESTADUAL DAS MULHERES;Vitória;Pregão - Eletrônico;limpeza;SERVIÇOS CONTINUADOS DE LIMPEZA, HIGIENIZAÇÃO, COPEIRAGEM, RECEPÇÃO E JARDINAGEM COM A DISPONIBILIZAÇÃO DE MÃO-DE-OBRA, FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS, FERRAMENTAS E UTENSÍLIOS, necessários à;1;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;JABEZ PRESTADORA DE SERVICOS LTDA;46757933000129;328565,9;657131,8;50235855000170-1-000053/2025
2026-07-15;SECRETARIA ESTADUAL DAS MULHERES;Vitória;Pregão - Eletrônico;limpeza;SERVIÇOS CONTINUADOS DE LIMPEZA, HIGIENIZAÇÃO, COPEIRAGEM, RECEPÇÃO E JARDINAGEM COM A DISPONIBILIZAÇÃO DE MÃO-DE-OBRA, FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS, FERRAMENTAS E UTENSÍLIOS, necessários à;2;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;JABEZ PRESTADORA DE SERVICOS LTDA;46757933000129;296423,7;296423,7;50235855000170-1-000053/2025
2026-07-15;SECRETARIA ESTADUAL DAS MULHERES;Vitória;Pregão - Eletrônico;limpeza;SERVIÇOS CONTINUADOS DE LIMPEZA, HIGIENIZAÇÃO, COPEIRAGEM, RECEPÇÃO E JARDINAGEM COM A DISPONIBILIZAÇÃO DE MÃO-DE-OBRA, FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS, FERRAMENTAS E UTENSÍLIOS, necessários à;3;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;JABEZ PRESTADORA DE SERVICOS LTDA;46757933000129;515530,2;515530,2;50235855000170-1-000053/2025
2026-07-15;SECRETARIA ESTADUAL DAS MULHERES;Vitória;Pregão - Eletrônico;limpeza;SERVIÇOS CONTINUADOS DE LIMPEZA, HIGIENIZAÇÃO, COPEIRAGEM, RECEPÇÃO E JARDINAGEM COM A DISPONIBILIZAÇÃO DE MÃO-DE-OBRA, FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS, FERRAMENTAS E UTENSÍLIOS, necessários à;4;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;JABEZ PRESTADORA DE SERVICOS LTDA;46757933000129;264753,9;529507,8;50235855000170-1-000053/2025
2026-07-15;SECRETARIA ESTADUAL DAS MULHERES;Vitória;Pregão - Eletrônico;limpeza;SERVIÇOS CONTINUADOS DE LIMPEZA, HIGIENIZAÇÃO, COPEIRAGEM, RECEPÇÃO E JARDINAGEM COM A DISPONIBILIZAÇÃO DE MÃO-DE-OBRA, FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS, FERRAMENTAS E UTENSÍLIOS, necessários à;5;Prestação de Serviços de Portaria / Recepção;JABEZ PRESTADORA DE SERVICOS LTDA;46757933000129;271365,5;814096,5;50235855000170-1-000053/2025
2026-07-15;SECRETARIA ESTADUAL DAS MULHERES;Vitória;Pregão - Eletrônico;limpeza;SERVIÇOS CONTINUADOS DE LIMPEZA, HIGIENIZAÇÃO, COPEIRAGEM, RECEPÇÃO E JARDINAGEM COM A DISPONIBILIZAÇÃO DE MÃO-DE-OBRA, FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS, FERRAMENTAS E UTENSÍLIOS, necessários à;6;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;JABEZ PRESTADORA DE SERVICOS LTDA;46757933000129;297612,6;297612,6;50235855000170-1-000053/2025
2026-07-15;SECRETARIA ESTADUAL DAS MULHERES;Vitória;Pregão - Eletrônico;limpeza;SERVIÇOS CONTINUADOS DE LIMPEZA, HIGIENIZAÇÃO, COPEIRAGEM, RECEPÇÃO E JARDINAGEM COM A DISPONIBILIZAÇÃO DE MÃO-DE-OBRA, FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS, FERRAMENTAS E UTENSÍLIOS, necessários à;7;Prestação de Serviço de Jardinagem - Gramados - 44H SemanaisDiurnas - Outra Produtividade;JABEZ PRESTADORA DE SERVICOS LTDA;46757933000129;277542,3;277542,3;50235855000170-1-000053/2025
2026-07-15;MUNICIPIO DE FUNDAO;Fundão;Pregão - Eletrônico;vigilância;Registro de preços para futura e eventual contratação de empresa especializada na prestação de serviços de equipe de apoio, segurança, organização, vigilância e brigadista profissional, para atendimen;1;SERVICO DE LOCACAO DE SEGURANÇA DE EVENTOS;RIOFORTE VIGILANCIA E SEGURANCA PRIVADA LTDA;17324127000240;263,0;170950,0;27165182000107-1-000179/2025
2026-07-15;MUNICIPIO DE FUNDAO;Fundão;Pregão - Eletrônico;vigilância;Registro de preços para futura e eventual contratação de empresa especializada na prestação de serviços de equipe de apoio, segurança, organização, vigilância e brigadista profissional, para atendimen;2;PROFISSIONAL PARA APOIO E ORGANI-ZAÇÃO DE EVENTOS, PESSOAS E MA-TERIAIS;CAYQUE SOARES FERREIRA;57334852000132;185,0;46250,0;27165182000107-1-000179/2025
2026-07-15;MUNICIPIO DE FUNDAO;Fundão;Pregão - Eletrônico;vigilância;Registro de preços para futura e eventual contratação de empresa especializada na prestação de serviços de equipe de apoio, segurança, organização, vigilância e brigadista profissional, para atendimen;3;PROFISSIONAL PARA APOIO,  BRIGADISTA PROFISSIONAL/ APOIO E ORGANIZAÇÃO DE PESSOAS E MATERI;CAYQUE SOARES FERREIRA;57334852000132;257,0;38550,0;27165182000107-1-000179/2025
2026-07-14;PODER JUDICIARIO DO ESTADO DO ESPIRITO SANTO;Vitória;Pregão - Eletrônico;mão de obra;Contratação de empresa especializada para a prestação de serviços contínuos de limpeza, conservação, asseio e jardinagem, para todas as instalações do Poder Judiciário do Estado do Espírito Santo – PJ;1;Serviço Especializado de Limpeza;TECNICA TECNOLOGIA E SERVICOS LTDA;04741904000129;1462378,0;1462378,0;27476100000145-1-000060/2026
2026-07-14;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;outros;PRESTAÇÃO DE SERVIÇOS DE ASSISTENTE DE SECRETARIA ESCOLAR;1;SERVIÇO, Tipo: Contratação de Empresa, Aplicação: prestação de serviços contínuos de apoio à secretaria escolar, Complemento: Tipo [Mão de Obra]: Assistente de Secretaria Escolar (44h).;A1 SERVICOS;19703791000144;5220,62;18794232,0;27142058000126-1-000090/2026
2026-07-14;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;outros;PRESTAÇÃO DE SERVIÇOS DE ASSISTENTE DE SECRETARIA ESCOLAR;2;SERVIÇO, Tipo: Contratação de Empresa, Aplicação: prestação de serviços contínuos de supervisão para acompanhar, orientar e inspecionar o trabalho realizado pelos Assistentes de Secretaria Escolar, Co;A1 SERVICOS;19703791000144;5807,88;278778,24;27142058000126-1-000090/2026
2026-07-14;MUNICIPIO DE VILA VELHA;Vila Velha;Pregão - Eletrônico;mão de obra;Registro de Preços visando CONTRATAÇÃO DE SERVIÇOS DE LIMPEZA, CONSERVAÇÃO PREDIAL E HIGIENIZAÇÃO CONVENCIONAL E HOSPITALAR, sem fornecimento de produtos de limpeza, a serem executados com regime de d;1;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;GESTAO DE TERCEIRIZACAO EM SERVICOS SELECAO E AGENCIAMENTO DE MAO-DE-OBRA LTDA;11457039000159;4302,56;22046317,44;27165554000103-1-000004/2026
2026-07-14;MUNICIPIO DE VILA VELHA;Vila Velha;Pregão - Eletrônico;mão de obra;Registro de Preços visando CONTRATAÇÃO DE SERVIÇOS DE LIMPEZA, CONSERVAÇÃO PREDIAL E HIGIENIZAÇÃO CONVENCIONAL E HOSPITALAR, sem fornecimento de produtos de limpeza, a serem executados com regime de d;2;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;GESTAO DE TERCEIRIZACAO EM SERVICOS SELECAO E AGENCIAMENTO DE MAO-DE-OBRA LTDA;11457039000159;4885,32;14597336,16;27165554000103-1-000004/2026
2026-07-14;MUNICIPIO DE VILA VELHA;Vila Velha;Pregão - Eletrônico;mão de obra;Registro de Preços visando CONTRATAÇÃO DE SERVIÇOS DE LIMPEZA, CONSERVAÇÃO PREDIAL E HIGIENIZAÇÃO CONVENCIONAL E HOSPITALAR, sem fornecimento de produtos de limpeza, a serem executados com regime de d;3;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;GESTAO DE TERCEIRIZACAO EM SERVICOS SELECAO E AGENCIAMENTO DE MAO-DE-OBRA LTDA;11457039000159;9829,88;4836300,96;27165554000103-1-000004/2026
2026-07-14;MUNICIPIO DE VILA VELHA;Vila Velha;Pregão - Eletrônico;mão de obra;Registro de Preços visando CONTRATAÇÃO DE SERVIÇOS DE LIMPEZA, CONSERVAÇÃO PREDIAL E HIGIENIZAÇÃO CONVENCIONAL E HOSPITALAR, sem fornecimento de produtos de limpeza, a serem executados com regime de d;4;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;GESTAO DE TERCEIRIZACAO EM SERVICOS SELECAO E AGENCIAMENTO DE MAO-DE-OBRA LTDA;11457039000159;10901,96;2878117,44;27165554000103-1-000004/2026
2026-07-14;MUNICIPIO DE VILA VELHA;Vila Velha;Pregão - Eletrônico;mão de obra;Registro de Preços visando CONTRATAÇÃO DE SERVIÇOS DE LIMPEZA, CONSERVAÇÃO PREDIAL E HIGIENIZAÇÃO CONVENCIONAL E HOSPITALAR, sem fornecimento de produtos de limpeza, a serem executados com regime de d;5;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;GESTAO DE TERCEIRIZACAO EM SERVICOS SELECAO E AGENCIAMENTO DE MAO-DE-OBRA LTDA;11457039000159;5183,52;1057438,08;27165554000103-1-000004/2026
2026-07-14;MUNICIPIO DE VILA VELHA;Vila Velha;Pregão - Eletrônico;mão de obra;Registro de Preços visando CONTRATAÇÃO DE SERVIÇOS DE LIMPEZA, CONSERVAÇÃO PREDIAL E HIGIENIZAÇÃO CONVENCIONAL E HOSPITALAR, sem fornecimento de produtos de limpeza, a serem executados com regime de d;6;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;GESTAO DE TERCEIRIZACAO EM SERVICOS SELECAO E AGENCIAMENTO DE MAO-DE-OBRA LTDA;11457039000159;9829,88;943668,48;27165554000103-1-000004/2026
2026-07-14;MUNICIPIO DE VILA VELHA;Vila Velha;Pregão - Eletrônico;mão de obra;Registro de Preços visando CONTRATAÇÃO DE SERVIÇOS DE LIMPEZA, CONSERVAÇÃO PREDIAL E HIGIENIZAÇÃO CONVENCIONAL E HOSPITALAR, sem fornecimento de produtos de limpeza, a serem executados com regime de d;7;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;GESTAO DE TERCEIRIZACAO EM SERVICOS SELECAO E AGENCIAMENTO DE MAO-DE-OBRA LTDA;11457039000159;10901,96;523294,08;27165554000103-1-000004/2026
2026-07-14;MUNICIPIO DE VILA VELHA;Vila Velha;Pregão - Eletrônico;mão de obra;Registro de Preços visando CONTRATAÇÃO DE SERVIÇOS DE LIMPEZA, CONSERVAÇÃO PREDIAL E HIGIENIZAÇÃO CONVENCIONAL E HOSPITALAR, sem fornecimento de produtos de limpeza, a serem executados com regime de d;8;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;GESTAO DE TERCEIRIZACAO EM SERVICOS SELECAO E AGENCIAMENTO DE MAO-DE-OBRA LTDA;11457039000159;4885,32;3224311,2;27165554000103-1-000004/2026
2026-07-14;MUNICIPIO DE VILA VELHA;Vila Velha;Pregão - Eletrônico;mão de obra;Registro de Preços visando CONTRATAÇÃO DE SERVIÇOS DE LIMPEZA, CONSERVAÇÃO PREDIAL E HIGIENIZAÇÃO CONVENCIONAL E HOSPITALAR, sem fornecimento de produtos de limpeza, a serem executados com regime de d;9;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;GESTAO DE TERCEIRIZACAO EM SERVICOS SELECAO E AGENCIAMENTO DE MAO-DE-OBRA LTDA;11457039000159;4302,56;3562519,68;27165554000103-1-000004/2026
2026-07-14;MUNICIPIO DE VILA VELHA;Vila Velha;Pregão - Eletrônico;mão de obra;Registro de Preços visando CONTRATAÇÃO DE SERVIÇOS DE LIMPEZA, CONSERVAÇÃO PREDIAL E HIGIENIZAÇÃO CONVENCIONAL E HOSPITALAR, sem fornecimento de produtos de limpeza, a serem executados com regime de d;10;Prestação de Serviço de Limpeza e Conservação - Outras      Necessidades;GESTAO DE TERCEIRIZACAO EM SERVICOS SELECAO E AGENCIAMENTO DE MAO-DE-OBRA LTDA;11457039000159;5183,52;248808,96;27165554000103-1-000004/2026
2026-07-14;FUNDO MUNICIPAL DE SAUDE DE PRESIDENTE KENNEDY-ES;Presidente Kennedy;Dispensa;mão de obra;CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MÃO DE OBRA DE MOTORISTA SOCORRISTA, PLANTONISTA DIURNO E NOTURNO, PARA ASSEGURAR A CONTINUIDADE DO ATENDIMENTO AO TRANSPOR;1;PRESTAÇÃO DE SERVIÇOS DE MOTORISTA CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MÃO DE OBRA DE MOTORISTA SOCORRISTA, PLANTONISTA DIURNO E NOTURNO, PARA ASSEGURAR A CONT;TOP GESTAO LTDA;08913064000195;1422507,96;1422507,96;10427499000171-1-000011/2026
2026-07-14;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;mão de obra;PRESTAÇÃO DE SERVIÇOS DE CONSERVAÇÃO, HIGIENIZAÇÃO PREDIAL, LIMPEZA, JARDINAGEM, COPEIRAGEM E PEQUENOS REPAROS, COM FORNECIMENTO DE MÃO DE OBRA, EQUIPAMENTOS, FERRAMENTAS E MATERIAIS.;1;SERVIÇOS, Tipo Conservação, Higienização predial, limpeza, Jardinagem e Pequenos Reparos para Conservação do Ambiente, com fornecimento de materiais, utensílios e equipamentos, Tipo/função [Mão de Obr;TECNICA TECNOLOGIA E SERVICOS LTDA;04741904000129;5970,75;859788,0;27142058000126-1-000169/2026
2026-07-14;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;mão de obra;PRESTAÇÃO DE SERVIÇOS DE CONSERVAÇÃO, HIGIENIZAÇÃO PREDIAL, LIMPEZA, JARDINAGEM, COPEIRAGEM E PEQUENOS REPAROS, COM FORNECIMENTO DE MÃO DE OBRA, EQUIPAMENTOS, FERRAMENTAS E MATERIAIS.;2;SERVIÇOS, Tipo: Conservação, Higienização predial, limpeza, Jardinagem e Pequenos Reparos para Conservação do Ambiente, com fornecimento de materiais, utensílios e equipamentos, Tipo [Mão de Obra]: Au;TECNICA TECNOLOGIA E SERVICOS LTDA;04741904000129;6196,46;669217,68;27142058000126-1-000169/2026
2026-07-14;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;mão de obra;PRESTAÇÃO DE SERVIÇOS DE CONSERVAÇÃO, HIGIENIZAÇÃO PREDIAL, LIMPEZA, JARDINAGEM, COPEIRAGEM E PEQUENOS REPAROS, COM FORNECIMENTO DE MÃO DE OBRA, EQUIPAMENTOS, FERRAMENTAS E MATERIAIS.;3;SERVIÇOS, Tipo: Conservação, Higienização predial, limpeza, Jardinagem e Pequenos Reparos para Conservação do Ambiente, com fornecimento de materiais, utensílios e equipamentos, Tipo/função [Mão de Ob;TECNICA TECNOLOGIA E SERVICOS LTDA;04741904000129;5586,08;4156043,52;27142058000126-1-000169/2026
2026-07-14;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;mão de obra;PRESTAÇÃO DE SERVIÇOS DE CONSERVAÇÃO, HIGIENIZAÇÃO PREDIAL, LIMPEZA, JARDINAGEM, COPEIRAGEM E PEQUENOS REPAROS, COM FORNECIMENTO DE MÃO DE OBRA, EQUIPAMENTOS, FERRAMENTAS E MATERIAIS.;4;SERVIÇOS, Tipo: Conservação, Higienização predial, limpeza, Jardinagem e Pequenos Reparos para Conservação do Ambiente, com fornecimento de materiais, utensílios e equipamentos, Tipo/função [Mão de Ob;TECNICA TECNOLOGIA E SERVICOS LTDA;04741904000129;6196,47;2528159,76;27142058000126-1-000169/2026
